balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
815,"[-23.867431386478412, -68.5556450306862, 19.877799256672404]","[-24.453783410960515, -68.53629786730347, 20.67567804262942]","[-25.167991634179664, -68.59293866490299, 21.397990918659737]","[-25.891516974834474, -68.73244267933805, 21.843674019533932]","[-28.14176130068203, -69.59209540207436, 21.433840654619356]","[-28.92138872047096, -70.00705659722182, 20.728366632248047]","[-29.717467393579774, -70.4753964011772, 19.765893054209698]","[-31.364301337355602, -71.54587542664696, 17.191248424849014]","[-32.22067388851435, -72.13439885988596, 15.654120504238044]","[-34.00363916518182, -73.38050751914697, 12.306634486938968]","[-35.88765950484062, -74.65878733337269, 8.922887812237304]",,,,,,,,,,,,,
816,"[27.358814666346355, 43.76747859066694, 16.234037046519042]","[26.524067981115685, 43.85599451068018, 19.488849773678645]","[25.531423451420572, 43.9396559637041, 21.729099812470196]","[24.54784188239553, 43.99832577456309, 21.6698060886677]","[21.650197373940003, 44.02445271760048, 10.406872869831302]","[20.70490704740254, 43.98466041556585, 5.940323482514621]","[19.77149731792434, 43.922097268138785, 2.9048932813635133]","[17.936242812014882, 43.72753899825067, 3.491963806889135]","[17.03713531792398, 43.5955772948217, 6.975854925332396]","[15.274257523245712, 43.263696382227465, 16.39988193238385]","[13.55784485360283, 42.84713697846161, 21.911552815350248]",,,,,,,,,,,,,
817,"[-27.26012062003775, -127.75560680892424, 14.243405585463822]","[-27.805881080729964, -126.85921782826313, 11.761366898308593]","[-28.46563667679368, -125.7715499978893, 8.815532359788119]","[-29.126995568106114, -124.67178927605475, 6.155256611240992]","[-31.104036071424847, -121.2730893843759, 2.0106039867122654]","[-31.757728547098807, -120.10553746406973, 2.3210640222347294]","[-32.40177533596535, -118.92198338569925, 3.497363344011468]","[-33.664186372385736, -116.50103450646893, 7.957095953740716]","[-34.2782381735771, -115.2607484624872, 10.842818786938128]","[-35.46043302623249, -112.72642373801403, 16.65593573928763]","[-36.567800061890985, -110.11788431805047, 20.841500770081225]",,,,,,,,,,,,,
818,"[-47.05323516914628, 90.10931714570232, 8.76271284925388]","[-46.627902536793904, 89.55379076440187, 5.185669519598661]","[-46.12583589806767, 88.86626014238139, 2.497952742516105]","[-45.63301227208785, 88.15724756133531, 2.1745763845085584]","[-44.21094241569927, 85.90419142468916, 13.28218928120607]","[-43.753259358777186, 85.11160250064594, 17.912486475853335]","[-43.30442908685638, 84.29733134411123, 21.072839335319003]","[-42.429598296784235, 82.60844768240123, 20.39708633783799]","[-42.00140189539567, 81.73465077750447, 16.728946939804423]","[-41.16037750393928, 79.92974009133317, 7.0703568788085605]","[-40.33892044142406, 78.05108111122131, 2.0110881816789927]",,,,,,,,,,,,,
819,"[-4.467498315807721, -59.68041784835241, 2.767475619311673]","[-4.491890420223681, -56.80060719696282, 4.9111128257097825]","[-4.490723105261406, -53.44754500484405, 8.839441718821801]","[-4.458354796008352, -50.21451759867788, 13.441493342704629]","[-4.163764192284008, -41.267123825845495, 21.996261270861837]","[-4.001384609022918, -38.55037913258347, 21.052295065513775]","[-3.807293622876398, -35.97113861355079, 18.175055754931826]","[-3.3318636154158168, -31.24794552356681, 9.362790073805218]","[-3.0539662280234974, -29.10906303347962, 5.307270826595181]","[-2.4222288838114965, -25.28918036619631, 2.0449760517608198]","[-1.700663742870715, -22.095605972161593, 6.8299956793160606]",,,,,,,,,,,,,
820,"[-22.087562492725237, 157.74564325286525, 4.222108431508563]","[-22.978847128116335, 156.8709435592205, 3.1471438987635967]","[-24.081843284126723, 155.85307064801043, 2.307115739803571]","[-25.218534890613398, 154.87026537525605, 2.0008881753227996]","[-28.80013432810356, 152.16572796662552, 4.301434259853506]","[-30.041706389412578, 151.3567668378698, 6.000258306432741]","[-31.303769555893734, 150.59831345384012, 8.029907827937663]","[-33.864119493304266, 149.25042997148515, 12.619994040330003]","[-35.159879371875746, 148.6654381587335, 14.928938914672777]","[-37.75366703649266, 147.68549335377298, 18.943722601228426]","[-40.33046557018346, 146.98104979980158, 21.451023421215734]",,,,,,,,,,,,,
821,"[-65.14579139071424, 76.64517998337442, 14.521922333080926]","[-65.17226492839053, 75.26789855540268, 16.606477079143964]","[-65.2128520972809, 73.5018638870225, 18.79675509740973]","[-65.25781807578538, 71.61267916594325, 20.49923957976221]","[-65.3518790778716, 65.19283144809827, 21.687435710144868]","[-65.34259406041461, 62.81334133834085, 20.682152283277162]","[-65.30094026903103, 60.324100704858346, 19.054079935787698]","[-65.08529484522442, 55.06596623358057, 14.434846398838761]","[-64.89703998607857, 52.32623515717402, 11.77363576995903]","[-64.32491782482153, 46.72466546768707, 6.69084999057589]","[-63.45803459056253, 41.10757847331422, 3.102504890281681]",,,,,,,,,,,,,
822,"[-1.5325933633339879, -124.57295263397644, 2.897850037214541]","[-1.5939059388184107, -124.81583957743905, 2.6156446400047457]","[-1.6697643994611218, -125.09936122842205, 2.3453619726343327]","[-1.7505769538425393, -125.37052883143242, 2.151794127106834]","[-2.0220531841667206, -126.13023663745693, 2.043143809506672]","[-2.1219951074879204, -126.36213278506654, 2.1652432805560196]","[-2.229419826409628, -126.5818837186419, 2.3654679847831694]","[-2.4558489155273064, -126.99104186031329, 2.993041237690843]","[-2.5771451132444234, -127.1792787165057, 3.4155804504150833]","[-2.837983250842966, -127.52145302544861, 4.460955040096067]","[-3.119230885173775, -127.81638811432254, 5.745398855001854]",,,,,,,,,,,,,
823,"[-0.757232586404193, -93.16122912417866, 21.890699597036008]","[-1.443469601712342, -93.912827283735, 20.08041243804477]","[-2.2624756180898937, -94.83099399703578, 15.544286593725253]","[-3.0700755764238075, -95.76535969185367, 9.856238860469706]","[-5.447298166199259, -98.65930089463839, 2.715155384005042]","[-6.219886202168875, -99.64758052498345, 6.255313603750434]","[-6.986068687977636, -100.64813183319878, 11.665680479868529]","[-8.485680578692568, -102.67300971294101, 21.01521995614587]","[-9.219837820877006, -103.69562900813132, 21.914325186535216]","[-10.663136411404782, -105.7505767828594, 14.793240096577563]","[-12.067183006914709, -107.8096241511906, 4.332373737180237]",,,,,,,,,,,,,
824,"[64.78861522360108, 88.65668587807326, 17.387751570872084]","[65.03519443531047, 86.53500443447528, 16.733869557871316]","[65.2587133488903, 83.74690640177609, 15.913433672341307]","[65.37958178077105, 80.71414670100782, 15.06082447554353]","[64.97289095981168, 70.52704509593735, 12.379937387436877]","[64.52651817874127, 66.950334672764, 11.470120195320103]","[63.90692496698755, 63.389820253048676, 10.564439288467753]","[62.129378704054574, 56.576915820023245, 8.79663046999859]","[60.97003197775059, 53.42688881372519, 7.9486532496298485]","[58.13920783307338, 47.82261540222321, 6.3605305741579725]","[54.68031076136296, 43.23918858798813, 4.958579226987153]",,,,,,,,,,,,,
825,"[32.38400133818123, -32.41806756085947, 8.209617860783549]","[31.937559459560998, -32.39980308185393, 7.254345871532465]","[31.415519062943062, -32.33418639402278, 6.178628697500776]","[30.911390121832625, -32.228512340673745, 5.1967660507669935]","[29.505576566964514, -31.700535457505374, 2.961062265923106]","[29.069598737778126, -31.46711844767785, 2.4925340882822233]","[28.650258418971294, -31.20843106381349, 2.1767168273096456]","[27.85668133147483, -30.633139126328956, 2.02139259232246]","[27.47819995160965, -30.320557248130125, 2.1843396810969526]","[26.753456365257065, -29.662350179962644, 2.9782229872551937]","[26.05787427663461, -28.97005923341094, 4.349892564178764]",,,,,,,,,,,,,
826,"[28.24951094304257, 154.72710053277532, 2.163818285281671]","[31.254066446066908, 155.81724732918664, 3.920714510131651]","[34.71906729562139, 157.46600148934803, 8.089118703127436]","[37.99280809571947, 159.5147050176954, 13.364248357211348]","[46.30386256254538, 168.35102459312512, 21.834473654499064]","[48.428909512927596, 172.22612435476677, 19.512346536140594]","[50.162663773445765, 176.52361852852374, 15.061211527879735]","[52.334939892647874, -173.98381221594448, 5.0658739815389735]","[52.75190185920828, -169.05232525771925, 2.351086805391647]","[52.31941805309068, -159.5991192900711, 5.116347168828887]","[50.47994900648809, -151.50641079163435, 15.129020614496493]",,,,,,,,,,,,,
827,"[42.58245008898174, -47.68000409180127, 17.929479591001673]","[43.28932350550544, -47.781699263136225, 17.066864350798298]","[44.137979410477655, -47.849025571326266, 15.960911596764358]","[44.98180480770898, -47.85072941352041, 14.794385164611569]","[47.4280709369841, -47.35781771310364, 11.111522817507009]","[48.19395884858133, -47.00134370556092, 9.885955646915242]","[48.920767423145776, -46.540863579883926, 8.692551684315653]","[50.226788058028035, -45.28744138765368, 6.476455926121844]","[50.784846191415845, -44.49727946589813, 5.48722264262765]","[51.66314293679077, -42.62408500616941, 3.8232522453467226]","[52.1637941712753, -40.4440641842717, 2.659863567381187]",,,,,,,,,,,,,
828,"[-7.343566466459563, -5.953792378168598, 15.393136530115102]","[-8.055466585166704, -6.115775121137318, 15.004063112803843]","[-8.865901772799344, -6.261593286210123, 14.530440303201889]","[-9.629879227523318, -6.356265562956713, 14.050804162632382]","[-11.622922952986865, -6.334964445094939, 12.586599031431827]","[-12.184914159302622, -6.22701593951231, 12.09413928398126]","[-12.697816659289286, -6.072700358601359, 11.601314227378946]","[-13.571902226580262, -5.620346260445701, 10.620035692262938]","[-13.93252619355061, -5.325134554687476, 10.13369345015009]","[-14.506705339033426, -4.598791095869006, 9.176043612814585]","[-14.884781128309742, -3.69860204562773, 8.24567633373464]",,,,,,,,,,,,,
829,"[77.46410223649956, 125.27340249185615, 17.74077679781879]","[78.27891397670186, 134.81117077095104, 20.81973266817864]","[78.65841493410544, 147.5259191806753, 21.974358103949953]","[78.34909635553863, 160.1485546609893, 20.057453700118984]","[74.34073203767028, -173.2392770708872, 5.18412866547456]","[72.44110088281603, -168.297980893677, 2.332591061821896]","[70.42556212615149, -164.6983811740276, 2.457814359946415]","[66.25604636296563, -160.25228363428332, 10.57916995333619]","[64.16681018511703, -158.96311142886722, 16.07601648561873]","[60.0811814601064, -157.5698509055471, 21.996489106982494]","[56.19261382708192, -157.2193666870784, 16.552640960301083]",,,,,,,,,,,,,
830,"[-19.85815522261704, -142.4217899503038, 14.178565891572585]","[-19.818244755075494, -144.03174267403247, 10.89079763270091]","[-19.73529304069634, -146.00386407111608, 7.134318796950165]","[-19.607145501057435, -148.0159194646332, 4.135407395360069]","[-18.90163151271972, -154.2373721204531, 3.3470772524074164]","[-18.54193870732693, -156.35050938007168, 5.9574134108298065]","[-18.110152390775003, -158.47065084588255, 9.508263624302355]","[-17.024124317182842, -162.7020288268891, 17.158239591637255]","[-16.363636929387017, -164.79581152649803, 20.069545617783533]","[-14.803614277912375, -168.90431564821478, 21.869103628628423]","[-12.92249030005148, -172.8552301287429, 17.768874140959046]",,,,,,,,,,,,,
831,"[38.399203109751944, -99.17190878856289, 5.799802377565641]","[38.01044009022555, -98.61776339099347, 2.865987143465116]","[37.5144372395154, -98.0064423073928, 2.128124937014258]","[36.991109622922615, -97.44694178997618, 4.612425209772853]","[35.29811219089065, -96.01900515535898, 19.875984385689037]","[34.70661120790719, -95.60437083572516, 21.96425868753625]","[34.110724624818225, -95.20653771158429, 20.800113558420982]","[32.90645121989145, -94.43977986994453, 11.17336663870318]","[32.30774725207968, -94.05790001132588, 5.851146419582088]","[31.128069781629932, -93.25578360118925, 2.31109388118065]","[29.995691897596686, -92.36941029169219, 10.38802964929148]",,,,,,,,,,,,,
832,"[61.98432566609283, 95.76720731693446, 2.5467962271844797]","[61.71080410581894, 96.05732066940872, 2.3714391037168436]","[61.370096634454626, 96.30228332583853, 2.2049726788545527]","[61.02102141248335, 96.43671736964332, 2.087320200248513]","[59.984352272554005, 96.22579637794045, 2.031571453576346]","[59.65905681471582, 95.97406283662855, 2.1123699636184554]","[59.34742936397028, 95.64330057094749, 2.2424333838512656]","[58.78367734591831, 94.77989806402212, 2.6473361297316167]","[58.534941225545204, 94.26018543771191, 2.9202712081632143]","[58.10870783583142, 93.08582870696, 3.600019779726921]","[57.779245507415176, 91.76789743336369, 4.446953779514485]",,,,,,,,,,,,,
833,"[-44.35173356482208, -18.625100338485858, 3.181607887639913]","[-44.411013280505266, -19.538942355170562, 5.3830040001063075]","[-44.477455756276434, -20.65039053504623, 9.092696006327346]","[-44.542335795188066, -21.77678380753997, 13.325926169601459]","[-44.739452942604984, -25.219037682963634, 21.882006461793498]","[-44.80724934078979, -26.382840680402083, 21.626409902661884]","[-44.878278882074156, -27.55233674785621, 19.633601397309043]","[-45.03448026745723, -29.90466401588351, 12.125498703386672]","[-45.118992996741596, -31.08213100593199, 7.96313212851286]","[-45.310466551426785, -33.43384953585639, 2.444582366183891]","[-45.5337638693619, -35.77392296158031, 3.510298653598481]",,,,,,,,,,,,,
834,"[-85.8953311092555, 45.52690150600796, 2.0743492248129094]","[-86.39864981558713, 39.04954542483997, 3.7762128620524695]","[-86.95933401427564, 31.267450220350987, 8.238741777053427]","[-87.49762093710929, 23.53455232837507, 13.92977095858341]","[-89.22352628681452, -6.762229005197392, 21.34842628984909]","[-89.73956141512272, -74.93054953609662, 17.875345582750548]","[-89.20296129105596, -156.55488326604873, 12.480223070781335]","[-87.38714715937073, -175.83058543975895, 3.0360296835852907]","[-86.31690651357334, -179.81755834454856, 2.0728077514856835]","[-83.86272360522345, 175.01255433113488, 9.136281349414617]","[-80.99704456709057, 171.90503689257844, 19.639011497633184]",,,,,,,,,,,,,
835,"[13.770232695188923, 51.72877995420251, 17.369888347492036]","[16.258773749894075, 53.025517023184335, 17.866649004183856]","[19.24274382150906, 54.51101840110559, 18.43479620704536]","[22.211389753817148, 55.92897308074256, 18.969362711267586]","[30.940214950203217, 59.84464471934266, 20.345851949365482]","[33.7617865380619, 61.0598350052167, 20.720915380160612]","[36.527167830254264, 62.241528238322736, 21.050772561419343]","[41.855584517612684, 64.53669030120169, 21.567809181735335]","[44.40768854609966, 65.66401729220273, 21.75244564756887]","[49.25375108440294, 67.9128621677507, 21.968960980566152]","[53.71862487726732, 70.21513198377446, 21.978640129192463]",,,,,,,,,,,,,
836,"[-42.49529524076485, -138.4527207405203, 20.184333405745598]","[-42.16592668379088, -138.57044648650972, 18.802359196582827]","[-41.76744850235599, -138.71312245638654, 16.75308479245944]","[-41.36686007801827, -138.85703517908703, 14.402418214153615]","[-40.14461542118571, -139.27898899435576, 7.069829298201535]","[-39.731250079688685, -139.41493320837301, 5.051194145435105]","[-39.316350140855256, -139.54940278850938, 3.473566750131509]","[-38.48075663209383, -139.80539519161462, 2.009843358454674]","[-38.06082763523481, -139.9273246073483, 2.2163607175887723]","[-37.22037845698135, -140.1564044635859, 4.441178002138078]","[-36.37721798172182, -140.36406036513074, 8.556643581751727]",,,,,,,,,,,,,
837,"[0.602607603125348, -108.59590745888701, 2.886190999852108]","[0.6309902935278545, -107.88374391183282, 2.0009362814786176]","[0.5692627658614225, -107.01740212177413, 3.4189331153617353]","[0.4011048792828803, -106.1372619425565, 7.151639029539378]","[-0.7159046890682368, -103.42247289926225, 20.772752711548836]","[-1.2852478870300792, -102.49007897688863, 21.996936200611508]","[-1.9471188688871628, -101.54130007027592, 20.523699149284063]","[-3.5429557001098155, -99.59452698352605, 11.69714837213112]","[-4.469270392991536, -98.58977112215125, 6.72350702395846]","[-6.553263943063396, -96.51059476811535, 2.0064164558379947]","[-8.920461336389716, -94.31406635609832, 7.346455198237862]",,,,,,,,,,,,,
838,"[72.02548688048692, -41.55298934397041, 11.480855951891401]","[72.35992864170215, -39.79511456716666, 14.930407604713928]","[72.75348466489181, -37.63259845846589, 18.569083548330177]","[73.13263793289318, -35.40944735719336, 21.06913617621251]","[74.17451799599561, -28.36692074438375, 18.801813608983554]","[74.47838428475528, -25.90056802068619, 15.2292759435553]","[74.75826171128287, -23.38091854332396, 11.096393666757763]","[75.23292356006648, -18.205214489042408, 3.990610850815141]","[75.42189111444158, -15.569101856082577, 2.2467973112249116]","[75.69761293469804, -10.258419006797956, 3.8365851026732543]","[75.82650268085972, -4.999413621777286, 10.837097398325048]",,,,,,,,,,,,,
839,"[50.40655801395771, -163.9494146885526, 11.36395500853672]","[51.02816586456229, -163.47573976733236, 9.57725020066033]","[51.7601908881291, -162.82744364518572, 7.54230847627776]","[52.473321270755015, -162.08979350614138, 5.717543039896922]","[54.467713305994664, -159.30240076518413, 2.285790629402719]","[55.0716198922102, -158.1764962206716, 2.002505952099689]","[55.63829323070181, -156.9506988453381, 2.1893984769347608]","[56.644185335369066, -154.206901783674, 3.916553753682523]","[57.076706537127635, -152.69412496298412, 5.376047929219194]","[57.781339145297714, -149.41547019810804, 9.145408239242117]","[58.253198722193304, -145.84938623249576, 13.445921675285692]",,,,,,,,,,,,,
840,"[48.739640074157144, 108.05856030939033, 21.999114806112196]","[48.819119022182655, 108.50840382992912, 20.836949983462183]","[48.96239831892182, 109.09036502755505, 16.925537565205932]","[49.15762381589098, 109.71782985527626, 11.465283014570085]","[50.08181643982351, 111.874183234207, 2.1769776552150564]","[50.503853480033335, 112.68417949109754, 4.730555210872728]","[50.98524828574116, 113.54264807621817, 9.572642099445542]","[52.13060205732156, 115.38928979539259, 19.782366395190156]","[52.79718802555434, 116.38028530139859, 21.93926792662109]","[54.319118657291774, 118.49245980055568, 17.175841621665832]","[56.10001378885691, 120.7711009936576, 6.410071343448233]",,,,,,,,,,,,,
841,"[-49.150797743892035, -139.23579194187832, 16.33129353112593]","[-49.60243214318359, -140.14129584049823, 14.37059262934339]","[-50.066708758210346, -141.29671791382512, 11.889333876933462]","[-50.44586396583035, -142.51188345564128, 9.415649537264642]","[-51.08353544923625, -146.38877299114301, 3.518536216453988]","[-51.135611184527306, -147.71839061908946, 2.470536224708848]","[-51.114553857588064, -149.04498472500975, 2.0165728731597845]","[-50.871557958678046, -151.65507335617212, 2.965687019635464]","[-50.66094415586883, -152.92572493648274, 4.309829403518196]","[-50.085014288753385, -155.37162623542494, 8.32209393460744]","[-49.344635367142764, -157.68216824051393, 13.237892409672188]",,,,,,,,,,,,,
842,"[-34.09371637645412, 144.6504250469178, 2.0195961201839143]","[-36.96444954661272, 146.04840749835975, 2.1379607332303827]","[-40.33779709574338, 148.0458560593052, 2.4197137772935804]","[-43.60181230349323, 150.44919788958222, 2.8495169796778015]","[-52.36153129337476, 160.80072339785653, 4.950571688610117]","[-54.76261669230836, 165.5326629325618, 5.885231598108464]","[-56.80176906621489, 170.97770155906377, 6.914720852359492]","[-59.510529393543834, -176.2031424788228, 9.19187503046413]","[-60.07204337257129, -169.1553321028441, 10.40495054180241]","[-59.520583405766445, -155.15123567632867, 12.885285068401185]","[-56.983791379465345, -143.008840735891, 15.31141259354486]",,,,,,,,,,,,,
843,"[64.10974460057153, -88.33702358046403, 4.4378470265242855]","[64.66291682551852, -87.18023529837805, 6.592259676980922]","[65.3118443959572, -85.72176312246482, 9.740698078217392]","[65.94308851126682, -84.18399603376145, 13.152096449420267]","[67.71518417081899, -79.04927078309952, 21.109796187125898]","[68.2598338802726, -77.14895282336235, 21.966579210148986]","[68.77502169461665, -75.1494528638083, 21.65956790211566]","[69.71880814124108, -70.84590916514082, 17.829777595406274]","[70.14060042953551, -68.54020418936041, 14.753268425936241]","[0, 0, 0]","[71.44329230832265, -58.35914845086396, 3.1124535772270043]",,,,,,,,,,,,,
844,"[-63.70294507427643, 124.76460096635658, 2.6846378075956245]","[-63.348793930307735, 124.97769292186211, 2.5609813581062273]","[-62.918420132570596, 125.19099176387803, 2.428402060452374]","[-62.48314354403789, 125.36287681430188, 2.3133633493442716]","[-61.160536517096915, 125.68337879028303, 2.0751821020651118]","[-60.715555094740175, 125.73860640111234, 2.0319319540144]","[-60.272409187187236, 125.77853851891025, 2.006903697646898]","[-59.38344924535489, 125.8190077724427, 2.011694688480212]","[-58.94042932038867, 125.82940529731421, 2.041506501503756]","[-58.058073279310946, 125.8521376834632, 2.155657242001759]","[-57.182114196765326, 125.89892671187651, 2.3418061586160945]",,,,,,,,,,,,,
845,"[12.077756176055603, -74.45267606082231, 2.1330604203486345]","[12.90289343458596, -79.05465358454053, 2.2911164100887724]","[13.847170377655788, -84.6211028940966, 2.5598161304679437]","[14.731631116032023, -90.23070427603494, 2.9123014630249298]","[16.977617984303222, -107.23086801765724, 4.4381602584093205]","[17.577184147223036, -112.92272225459946, 5.087756365832424]","[18.09761246973914, -118.61631914374591, 5.7989528687794385]","[18.907375198411117, -129.94560229071385, 7.379397368095537]","[19.197124715823175, -135.5616868343158, 8.235039502862326]","[19.56654017142033, -146.64296313764524, 10.038286433773012]","[19.68433070144898, -157.45121258624948, 11.911336679042394]",,,,,,,,,,,,,
846,"[11.865061172017867, 35.53205109603344, 12.256368159344733]","[10.6457093757515, 35.22175310084616, 8.36308379593793]","[9.085080041520389, 34.85205511295409, 4.488681842641839]","[7.422043566689165, 34.497329825962154, 2.295257311035508]","[1.831860794236384, 33.60313623717505, 8.27197557263444]","[-0.222339614316811, 33.39565090754849, 12.95242513838023]","[-2.3652858924484055, 33.254829409630375, 17.420999718886275]","[-6.888081788288505, 33.20774520239702, 21.990742113129542]","[-9.257271751957838, 33.32573514690897, 21.07074843386159]","[-14.162806105029304, 33.913467271983585, 13.804595547136852]","[-19.218334744433342, 35.061614856502196, 5.0135073672080495]",,,,,,,,,,,,,
847,"[20.345613086762484, 72.90269602438042, 15.70801669587964]","[19.230109766894767, 72.61338317683884, 18.166505539639985]","[17.98531696783148, 72.22064517322917, 20.447443761431053]","[16.846143306473635, 71.79181136614332, 21.75194698710594]","[14.058244009826248, 70.37398056471501, 18.956785398026327]","[13.334227482789753, 69.8862949777638, 16.149177823130138]","[12.709695394430696, 69.40152590697176, 12.861391100324873]","[11.745346022218536, 68.45959010047109, 6.380203257985073]","[11.40111231773571, 68.01259897245612, 3.9339624587759516]","[10.97161188275657, 67.17752845557084, 2.0128044103730964]","[10.869422380463876, 66.43389460659239, 4.573172713262421]",,,,,,,,,,,,,
848,"[-47.27304769057705, -14.912068002744174, 21.63231300001552]","[-47.06494648864392, -15.684019917343752, 21.461802364553584]","[-46.78459759966787, -16.58099268962614, 21.21582069654916]","[-46.47109319415997, -17.439369875204836, 20.925957551241947]","[-45.356211364187956, -19.782520029046065, 19.80741558699809]","[-44.93230720006747, -20.480339196301024, 19.357580372081394]","[-44.482399016942004, -21.13558631995462, 18.872522878192232]","[-43.51890227165375, -22.31536095003602, 17.8068260014615]","[-43.00883011931894, -22.84034386985307, 17.23097479411632]","[-41.93606075103867, -23.76212955098067, 16.007620529840707]","[-40.80554381357244, -24.520672931941835, 14.707735030940269]",,,,,,,,,,,,,
849,"[29.13713867427602, 172.77868564317856, 17.65174646512198]","[29.966145236724795, 170.68513901805213, 15.905078507685698]","[31.01613608609017, 168.0365288971808, 13.610711701421666]","[32.12030236129271, 165.23174478534605, 11.225128346419199]","[35.63062835844252, 155.78339882569486, 4.856786787135556]","[36.81917859737357, 152.253296124043, 3.401403753172941]","[37.98828998076202, 148.5149094101538, 2.436041942240493]","[40.1823995631648, 140.38165845134236, 2.1656836338926304]","[41.16130076963172, 135.97443420586274, 2.876033279760124]","[42.75748554332823, 126.49427467710981, 5.786847254935094]","[43.69662575074753, 116.21954699698847, 10.094993832518833]",,,,,,,,,,,,,
850,"[63.173636480455926, 36.86659686236266, 17.086666700593497]","[63.28151901633454, 35.64359121806543, 12.579581343503648]","[63.37493752221268, 34.228629681677475, 7.0928520269884725]","[63.42872674079581, 32.87976504837631, 3.1632679372921597]","[63.3640536567646, 29.283840870515686, 8.612801475878076]","[63.265467992858106, 28.2520519593768, 14.232877404276874]","[63.128988302541515, 27.31117143968725, 19.146241329595192]","[62.746959615386, 25.71583824793625, 21.334889114079658]","[62.50359203243407, 25.064761648213178, 17.916640172507925]","[61.90906028049129, 24.065337414605544, 7.1325228470598345]","[61.17657091363582, 23.46862878157076, 2.0313539834270244]",,,,,,,,,,,,,
851,"[-16.523304149927686, 75.5398309212032, 19.580869019405995]","[-16.917167424740086, 75.51093807822313, 17.67473451140576]","[-17.37666541193295, 75.45429578833058, 14.907753466791771]","[-17.821791428395134, 75.3734386077063, 11.867260732045073]","[-19.060345119868558, 74.99267436411266, 3.9344914452144977]","[-19.437144035719612, 74.82465540262675, 2.5209117623568424]","[-19.79279300439225, 74.63729791752556, 2.0012471778640855]","[-20.43784877678457, 74.21599813987254, 3.7513283548560725]","[-20.72777707092969, 73.98410226290373, 5.8564349475786495]","[-21.24082306004016, 73.48913565785887, 11.550678105708434]","[-21.661293255235172, 72.96095234572695, 17.411139066212407]",,,,,,,,,,,,,
852,"[-41.80435775733919, -92.54716135833874, 14.82512822307378]","[-42.44156613282267, -92.95461764404811, 10.313928075122728]","[-43.21030714691282, -93.45555269395078, 5.432258798273087]","[-43.98383570829608, -93.97218943152217, 2.468459117201567]","[-46.30670925698271, -95.6326416500127, 9.651641164595933]","[-47.08084548275825, -96.23189332148492, 15.049775057753717]","[-47.84923564436723, -96.85737372906578, 19.559022948568945]","[-49.37161923404025, -98.20001020848235, 21.28603797913619]","[-50.12025586836854, -98.92090791625449, 18.0001184379184]","[-51.58610426788652, -100.47914091868553, 7.646624751000721]","[-52.99774720755239, -102.20414162379245, 2.003458829886659]",,,,,,,,,,,,,
853,"[-5.481253355821284, -89.64096757202195, 18.487484124919995]","[-5.086592715933594, -89.07379134822799, 15.114419804400107]","[-4.595756486908225, -88.4225444125779, 10.500992607834982]","[-4.086461981997325, -87.80361777044824, 6.209881731053276]","[-2.4313200537131023, -86.15934991673113, 2.9868233566316658]","[-1.8328891952698185, -85.68564784811093, 5.902432424084264]","[-1.209080007778696, -85.25155935743035, 10.125399891216086]","[0.11775583956148085, -84.50536383314385, 18.78354620059323]","[0.8217864733705155, -84.19701845368711, 21.365653483614636]","[2.314395555711175, -83.71335357932415, 20.386485294896747]","[3.9205864263497765, -83.41618809598064, 12.605339127995995]",,,,,,,,,,,,,
854,"[-50.407045760987785, 108.91282600240348, 2.1203228520092345]","[-51.86424357046077, 111.38333646150458, 2.6678245566244456]","[-53.657419642921454, 114.35748384494883, 6.555361479134081]","[-55.491255066042406, 117.34789117986395, 12.515692501695183]","[-61.14251572824391, 126.54623601089115, 21.34837288742181]","[-63.043819409484364, 129.74377115914098, 17.48407501382634]","[-64.93875872585767, 133.04862007288264, 11.529598564256595]","[-68.66180732448663, 140.12572145994346, 2.3597746671606235]","[-70.46791716316515, 144.00052448545787, 2.635621897197815]","[-73.90721190702567, 152.78228232076384, 12.42336013289422]","[-77.00753664837804, 163.700913957277, 21.628072293293936]",,,,,,,,,,,,,
855,"[-5.335853297841703, 170.95853866989455, 6.887726061786287]","[-4.524301241158956, 170.6232127233161, 6.363002069632801]","[-3.5389901661945777, 170.1604534810169, 5.76219722895791]","[-2.5421039399784466, 169.62732576037646, 5.196346651915075]","[0.45948002937942906, 167.60563235117414, 3.737854255548296]","[1.4482797974726793, 166.78399188426286, 3.3405049602004286]","[2.4233086735496303, 165.89012992967446, 2.9913522918077717]","[4.3064328948317865, 163.8762490270631, 2.4456214555165285]","[5.203427457703832, 162.75999840114505, 2.251936365002436]","[6.881106812679287, 160.30982174134428, 2.028535292120141]","[8.368354773158124, 157.58633606702844, 2.0272491203540977]",,,,,,,,,,,,,
