balloon_id,hour_0,hour_1,hour_2,hour_3,hour_4,hour_5,hour_6,hour_7,hour_8,hour_9,hour_10,hour_11,hour_12,hour_13,hour_14,hour_15,hour_16,hour_17,hour_18,hour_19,hour_20,hour_21,hour_22,hour_23
917,"[-72.02278383217478, 40.113672665297585, 15.139001397609508, 2498.020751953125]","[-72.04665201543568, 43.585706119837724, 12.358349206881078, 2658.934326171875]","[-72.10150990765905, 47.636938454720706, 9.002987638494139, 2906.292724609375]","[-72.18624913743567, 51.56134316402979, 5.991955102785557, 3095.873046875]","[-72.64724091855788, 62.64640511907759, 2.0443241987224567, 1695.5380859375]","[-72.87735856189332, 66.12810278477085, 2.9284180341576924, 651.389404296875]","[-73.14815233575194, 69.5138802748726, 4.85255623116541, 1198.0972900390625]","[-73.80588614763931, 76.01133134457876, 10.842566965100888, 2458.953125]","[-74.19399150921673, 79.13597458632401, 14.223447600462668, 2899.4677734375]","[-75.08536396220465, 85.16767630433263, 19.86100153473481, 3373.5400390625]","[-76.12100492206085, 90.95780451613666, 21.99901617855157, 3646.969970703125]",,,,,,,,,,,,,
918,"[-2.6737737131807786, 69.46234333434276, 2.573092669121259, -3570.55908203125]","[-2.2498213437488412, 68.99647211377403, 3.327340049041222, -3574.737060546875]","[-1.7437163625238281, 68.42932397949468, 4.603627714849254, -3647.61474609375]","[-1.241010387604323, 67.85553100917458, 6.2268335398595145, -3464.588134765625]","[0.25435072246252893, 66.09474357209021, 12.358919586677308, -3333.62060546875]","[0.7487744643248961, 65.49528562368234, 14.50302130427194, -3305.077392578125]","[1.2426605131988229, 64.89219347208248, 16.5301576376888, -3322.57568359375]","[2.226282420563856, 63.67236583653178, 19.860114416242617, -3555.113037109375]","[2.7171653628888857, 63.05732711396483, 21.007457558061795, -3669.11328125]","[3.7000057075127444, 61.81826803996604, 21.998855797004865, -3871.238037109375]","[4.683361458742326, 60.57156745977568, 21.134482546810858, -3904.341796875]",,,,,,,,,,,,,
919,"[31.362253331458152, 34.40921309841469, 4.008254244750852, 26.515233993530273]","[30.67386795642127, 34.583166933118484, 2.408105237893956, 404.0700988769531]","[29.907373041066737, 34.83227036198483, 2.1024446083749915, 488.0359802246094]","[29.20777386855654, 35.12476499031645, 3.5976467873573945, 719.659423828125]","[27.50338938720694, 36.25288123053923, 14.877283724779112, 712.2454223632812]","[27.064886402132696, 36.709964474394056, 18.606402541608308, 731.0540161132812]","[26.69130040384501, 37.20626427013947, 21.134195796722878, 712.8961181640625]","[26.132084914120767, 38.31672684489143, 21.045615545113392, 751.82421875]","[25.941110874547192, 38.93107737646775, 18.445339658412458, 951.2301025390625]","[25.73516145954212, 40.279347776234346, 10.414509717438975, 1209.5390625]","[25.74298014877026, 41.789172171320324, 3.4842898480812767, 862.9083862304688]",,,,,,,,,,,,,
920,"[27.787951265913243, 142.95733002644323, 16.296652604476616, -5355.552734375]","[26.908262237258942, 142.1114790000235, 18.886518260095272, -1487.411376953125]","[25.96222695767777, 141.05248204789623, 21.079304296014666, -2044.94970703125]","[25.14219099389797, 139.95772573402746, 21.985482513346174, -2690.3017578125]","[23.415858515401155, 136.58323461650886, 16.695871635640934, -4243.81591796875]","[23.08108812703783, 135.46457682624805, 13.10013752720191, -4776.51611328125]","[22.86025968242879, 134.3675275534495, 9.347584071617264, -4468.26220703125]","[22.73731128113926, 132.27388880557365, 3.4496052938532866, -5615.34619140625]","[22.823116431666616, 131.29113258068512, 2.1382548833711983, -5749.6044921875]","[23.257846672800294, 129.4860305689999, 3.694458918569204, -4849.01513671875]","[23.98975250599082, 127.92787963706463, 9.790150588185721, -5771.376953125]",,,,,,,,,,,,,
921,"[-18.359670981490204, 59.06317621782171, 17.682097411595947, -2171.347412109375]","[-18.831276162994193, 58.24558302061832, 18.29800384787008, -1700.9510498046875]","[-19.383337841290704, 57.2483695326676, 18.98770860742571, -2895.529296875]","[-19.91460959424433, 56.23275867853369, 19.61765398382955, -4348.6044921875]","[-21.364805966751955, 53.08167435373039, 21.09934989982751, -4741.65673828125]","[-21.79016131521796, 51.99958697996552, 21.44307333153069, -5056.48828125]","[-22.180194902188596, 50.90357346024908, 21.70636983923732, -5084.0673828125]","[-22.844987131399748, 48.6742692754362, 21.983057205062824, -2659.741455078125]","[-23.11514430839478, 47.54769770940707, 21.99416533775872, -326.428466796875]","[-23.521898121977447, 45.27818620615652, 21.761425631227702, 804.12646484375]","[-23.73910743762371, 43.01307384688262, 21.196485909800113, -2922.62890625]",,,,,,,,,,,,,
922,"[-47.109621580590996, 38.53882502763413, 5.722377832417971, -2851.99853515625]","[-47.840136243707846, 38.637836098177075, 2.9803868603572123, -4143.79638671875]","[-48.70422851890315, 38.67863304197213, 2.039003974398062, -4559.88671875]","[-49.55517950400635, 38.629504729851874, 3.8790292741040275, -4444.599609375]","[-52.03190265528751, 37.89628747517635, 18.103774033239517, -4277.76953125]","[-52.82892854695559, 37.433888639769236, 21.28831128826264, -4471.46044921875]","[-53.609515793060574, 36.85322939521291, 21.879642295659053, -4726.076171875]","[-55.11439193491272, 35.31070269407383, 15.392064969731841, -5130.53466796875]","[-55.83449485519342, 34.335119112505595, 10.123356353185311, -5280.580078125]","[-57.19457600387934, 31.950074873067628, 2.4846145641265736, -5480.447265625]","[-58.42341821186891, 28.955290704639143, 4.730797751572992, -5438.44677734375]",,,,,,,,,,,,,
923,"[77.72227787588524, 35.509212027611, 13.367670239900832, -154.58714294433594]","[77.59287285227965, 39.15314409911345, 10.471148394440089, -231.99810791015625]","[77.45170656823221, 43.58203855244659, 7.184823144078437, -262.6100769042969]","[77.32445659761885, 48.06867936411134, 4.479366395738591, -281.0328063964844]","[76.95837056378629, 61.825528477343255, 2.5295523432551796, -131.1776885986328]","[76.82696126620219, 66.47945738985196, 4.19726913368044, -165.9947052001953]","[76.68154663147972, 71.14340654914125, 6.805528106427285, -330.43878173828125]","[76.32945892349659, 80.42745964518281, 13.508215545937396, -53.78677749633789]","[76.11737313982469, 85.00716736936484, 16.79686797181544, -49.60712432861328]","[75.59822931067437, 93.918116035506, 21.312764053969225, 177.79429626464844]","[74.941210109798, 102.3485101568485, 21.47713102960153, 221.21530151367188]",,,,,,,,,,,,,
924,"[-3.8905638160457316, 64.50818978631708, 3.190070170094458, -4453.6083984375]","[-4.768405492972017, 61.172445790204016, 5.987998375907628, -3883.94189453125]","[-5.8358144689947755, 57.08175513342341, 10.749868526466425, -2149.443359375]","[-6.916104912162455, 52.90306662367982, 15.840472526078365, -3547.092529296875]","[-10.21911572797764, 39.87372930153337, 21.278933200731615, -98.01789093017578]","[-11.332542863331186, 35.379076384346085, 18.203629996857636, 1066.76611328125]","[-12.445408993470464, 30.815307955178035, 13.489876008904496, 1378.6217041015625]","[-14.662397849744389, 21.500102898405856, 4.232498312242529, 1111.8077392578125]","[-15.758291126346116, 16.755388352393034, 2.130362932781763, 1285.0848388671875]","[-17.908137793644713, 7.1180734655950415, 5.60837553329736, -5164.87255859375]","[-19.982517306081768, -2.687182937790913, 15.389204070592395, -5045.62841796875]",,,,,,,,,,,,,
925,"[-19.337357795437015, -105.88110962649522, 14.358714893678233, -3959.37890625]","[-19.279536494507738, -105.4208232946636, 18.60999957051626, -4036.6181640625]","[-19.28873507437676, -104.8649912407532, 21.64388612024505, -4084.995361328125]","[-19.380356307512844, -104.3028218377669, 21.51372300344529, -3969.81787109375]","[-20.14994004539456, -102.56721045032832, 7.338526414595437, -4076.69091796875]","[-20.56756617328194, -101.96909271340536, 3.2485221791975007, -3978.64794921875]","[-21.06697978861937, -101.35853699547484, 2.0288025346763465, -4029.698974609375]","[-22.295975481624875, -100.09701758242566, 8.728747192331012, -3932.215576171875]","[-23.02515667942102, -99.44133974878189, 14.451859827611369, -3867.860595703125]","[-24.70302214263507, -98.07613840462109, 21.86992890250825, -3127.74462890625]","[-26.662819853731893, -96.61962377044257, 17.40035591380559, -3091.034912109375]",,,,,,,,,,,,,
926,"[-30.575525663980464, -35.913360369068734, 18.62918826434489, -1598.5023193359375]","[-31.938661714450504, -34.18760510387788, 20.56082207309313, -2982.47412109375]","[-33.57635022905582, -32.115428354636656, 21.839227491083967, -3627.3125]","[-35.20422019946529, -30.04108227962868, 21.831309548522412, -3677.116455078125]","[-39.95846444309276, -23.746301650612935, 14.919525694564422, -4115.7626953125]","[-41.46999539670734, -21.61262694457428, 11.328219595848704, -3743.977783203125]","[-42.93097233068329, -19.456310305145948, 7.8237853292080075, -3537.373779296875]","[-45.6743670625251, -15.060424917712192, 2.8407012068313477, -2625.28955078125]","[-46.94182696381877, -12.817689309821082, 2.0121895539748564, -2444.143798828125]","[-49.22726094718631, -8.256980236837949, 4.209282886576358, -3040.13720703125]","[-51.14641813348348, -3.6165180065878624, 10.346725149596882, -2175.756103515625]",,,,,,,,,,,,,
927,"[-2.036934392854209, -156.3725718350292, 20.148849922998473, -4753.3193359375]","[-1.7279307327291697, -157.88255713316804, 18.437938576190536, -5008.439453125]","[-1.4398620981815253, -159.71912599666456, 15.854327946473145, -5194.74658203125]","[-1.2415225892345603, -161.5731928166861, 12.91862273309388, -5332.2626953125]","[-1.2397013485858188, -167.16359512814702, 4.694364372722529, -5076.93994140625]","[-1.4445162923485966, -169.0104664229214, 2.9866942552142763, -5280.46435546875]","[-1.7492502289543208, -170.83747161800923, 2.1037815589649167, -5485.09326171875]","[-2.6639181750819327, -174.38372868163876, 3.053612343013638, -5517.2939453125]","[-3.268181410639668, -176.09146116043146, 4.799649275932592, -5702.74462890625]","[-4.746330342165494, -179.33457271327057, 10.047786194825783, -5794.455078125]","[-6.552100149670317, 177.6926602694326, 15.994995311429484, -5045.27880859375]",,,,,,,,,,,,,
928,"[-71.55400080319787, 77.10587276908483, 20.89443278829905, 2090.8515625]","[-71.97285554539762, 78.53189382024263, 21.355283353143335, 2434.249267578125]","[-72.51450125546064, 80.23968171578551, 21.74869249460366, 2770.8935546875]","[-73.09798070816944, 81.95248282411863, 21.961023951162712, 3002.326416015625]","[-75.13471759020128, 87.17723359193504, 21.48999236457947, 3469.457763671875]","[-75.91678502549027, 88.98348888484897, 20.97338943923537, 3552.227783203125]","[-76.75437034298847, 90.84829214080868, 20.290021110793866, 3652.07373046875]","[-78.59796416679403, 94.8516202121888, 18.477546102303048, 3781.37060546875]","[-79.60906290724284, 97.07024365134863, 17.381594254080383, 3700.67822265625]","[-81.80218780461314, 102.32868914458577, 14.912797139738167, 3398.084716796875]","[-84.21466036259216, 110.05719588673095, 12.228369099942721, 3116.74755859375]",,,,,,,,,,,,,
929,"[-18.925913294100198, -3.735682676416945, 4.358115231680249, -4904.3837890625]","[-20.751015226122743, -4.6140004565004284, 7.607992748645276, -5272.27197265625]","[-22.837679017284138, -5.798488975801024, 12.434762147806195, -4718.63818359375]","[-24.8035435931327, -7.1158466132462195, 17.154651114407436, -4447.46142578125]","[-29.91789813601435, -11.732237594814437, 20.937885736936764, -3550.22705078125]","[-31.354643409761053, -13.435670042398055, 17.709498414157792, -3143.758544921875]","[-32.65561531393007, -15.191320813782088, 13.092451440969485, -3172.217041015625]","[-34.86995058145026, -18.77484841874632, 4.250365805383122, -3855.50732421875]","[-35.79898386484008, -20.56166749677563, 2.1723716492020095, -3717.244384765625]","[-37.338127535382526, -24.022712370697587, 5.106322707743726, -3894.97607421875]","[-38.53174677737248, -27.21662844531223, 14.334685148463963, -4053.017822265625]",,,,,,,,,,,,,
930,"[56.73908693134506, -151.9176393133172, 20.411512797807234, -1502.4744873046875]","[55.98718771199486, -150.7534455110211, 21.325465603739175, -5169.66162109375]","[55.17184674371809, -149.3045224866541, 21.919531559497617, -4260.98974609375]","[54.46189924105879, -147.81714172075442, 21.933449185142674, -4096.00390625]","[52.98918227867095, -143.24070517152512, 18.654941103204628, -3735.494873046875]","[52.72304522161877, -141.72771587788668, 16.668944868918906, -3764.57421875]","[52.57325922088556, -140.24506014598524, 14.409344381344486, -3667.55322265625]","[52.605064747728086, -137.428466274163, 9.609074112034634, -3486.3701171875]","[52.780832796493506, -136.1259014871244, 7.347841674124153, -3461.813720703125]","[53.425496728617595, -133.8063753260674, 3.7588488461772815, -1879.82568359375]","[54.407898096570555, -131.9729900009156, 2.068753966923401, 114.18118286132812]",,,,,,,,,,,,,
931,"[28.874345146593484, 2.960760478690745, 18.029413709669125, 521.8037719726562]","[29.23178234544823, 2.7096631301833156, 17.596969547026347, 468.74334716796875]","[29.6748970081429, 2.432581668990501, 17.057149304448192, 413.7008361816406]","[30.137616422438878, 2.188783740789599, 16.496903264813938, 411.37969970703125]","[31.651046581485904, 1.6989386909449153, 14.715712499572287, 589.2734985351562]","[32.1952217690896, 1.6352495320687224, 14.096660321631079, 668.1486206054688]","[32.757047509376534, 1.634464987464199, 13.46890365168083, 799.2599487304688]","[33.92541687271263, 1.8399324197724118, 12.198387467568129, 1382.5587158203125]","[34.52312243501254, 2.0607781313515297, 11.56044625050279, 1299.1475830078125]","[35.72351570091705, 2.769954258680611, 10.292869557731404, 884.7035522460938]","[36.880320782267944, 3.8811431738707536, 9.052873917832018, -1307.3076171875]",,,,,,,,,,,,,
932,"[-9.6342164303585, 0.9690676669097601, 8.060057921450927, -5651.63037109375]","[-11.690014385420564, 1.230296891541063, 4.800200933329525, -5604.17236328125]","[-14.055863743920863, 1.3787911665439807, 2.412874721940092, -5478.89599609375]","[-16.29619324075766, 1.35541040652936, 2.1802920093253935, -5501.0498046875]","[-22.18686726416794, 0.37570658843412763, 12.550861757092477, -5428.86328125]","[-23.85200601032487, -0.2082032809175149, 17.086771378581894, -4911.47216796875]","[-25.363701443304777, -0.9010239190735057, 20.480602999166432, -5051.4765625]","[-27.913954533348676, -2.5476631648053027, 21.21611214069236, -4699.1533203125]","[-28.95612817160462, -3.4758133280573813, 18.39267411795737, -4542.01806640625]","[-30.590145833720076, -5.459552466867169, 9.395176025697118, -4338.14794921875]","[-31.657436508402228, -7.532376329024861, 2.606528662078869, -4073.50634765625]",,,,,,,,,,,,,
933,"[19.679302249894167, 156.61965938057529, 17.751268227330858, -5250.490234375]","[17.286205733471217, 158.9362957077746, 15.524458378196645, -5760.1826171875]","[14.332915101938866, 161.60298494530406, 12.569941691539132, -4736.53564453125]","[11.306067565634615, 164.15372098492946, 9.56426076507659, -4796.359375]","[1.868309949213693, 171.22287536939385, 2.8506145876340643, -4100.64208984375]","[-1.3585804783388915, 173.4159559333942, 2.063064844583563, -4481.52587890625]","[-4.6133225682456915, 175.54159424944422, 2.181455947581904, -5032.6943359375]","[-11.163693032425138, 179.626855430552, 5.011014279651038, -2447.468505859375]","[-14.44335968556315, -178.3974399239771, 7.464914585964275, -1819.6094970703125]","[-20.968999923522208, -174.5402172572, 13.350364040104557, -1911.070068359375]","[-27.40667289345682, -170.75754734210528, 18.755295241865262, -3629.078369140625]",,,,,,,,,,,,,
934,"[31.19701857308664, -150.68151117249857, 19.89394546451799, -5258.51318359375]","[31.607384373500484, -150.57991009755293, 21.390928472452597, -5302.083984375]","[32.131496937685014, -150.4235269587706, 21.997697826038106, -5387.4697265625]","[32.68423986088299, -150.2252767332075, 21.23523564972787, -5524.69189453125]","[34.51589323463321, -149.3493183867044, 12.605175314778728, -5567.359375]","[35.17497481053548, -148.95128480674754, 8.934032297331774, -5481.7607421875]","[35.85438950289041, -148.4948694070423, 5.68187786884778, -5356.2626953125]","[37.25924450741323, -147.3866152916807, 2.1014550436863626, -5435.99267578125]","[37.976900402941766, -146.7279367939516, 2.262666679794034, -4590.658203125]","[39.41968793775827, -145.17946564650958, 6.380428611319816, -5445.2138671875]","[40.842005354888315, -143.2995394393147, 13.47157151532245, -4706.755859375]",,,,,,,,,,,,,
935,"[54.50534301474195, 64.60181366310542, 6.304627270165328, 133.69854736328125]","[54.09188497975433, 63.48850640915855, 8.177438332904508, 177.86517333984375]","[53.60369918441283, 62.248840937277095, 10.64684064503962, 197.98251342773438]","[53.127857761655015, 61.11359461775255, 13.204079358275534, 255.84251403808594]","[51.809310862015025, 58.28553158993473, 19.77116669089314, 381.7124328613281]","[51.413265541217385, 57.527062076045546, 21.113304970858348, 361.66876220703125]","[51.04189214223924, 56.85620904696313, 21.85956670535047, 325.2857971191406]","[50.38262005361818, 55.76854419253811, 21.41048818504879, 210.94927978515625]","[50.09770708414812, 55.34855185266598, 20.244407081145273, 184.17782592773438]","[49.62197863276103, 54.74496965703007, 16.406718777416604, 126.51176452636719]","[49.273525206497425, 54.45499912720611, 11.434397514686358, 87.81745147705078]",,,,,,,,,,,,,
936,"[-15.017990544520337, -58.457239351782235, 2.0337671162786286, 387.5187683105469]","[-14.936205067477013, -59.635688758374265, 3.298001992737966, 359.17620849609375]","[-14.78277417783883, -61.03551709210768, 6.893774043044115, 208.45213317871094]","[-14.568946954244053, -62.41510870450975, 11.836466518290162, 236.38902282714844]","[-13.588470870998888, -66.3859959413214, 21.995983892136124, 158.6557159423828]","[-13.15724760108726, -67.64002986360197, 20.817615490446244, 203.25733947753906]","[-12.677574980158585, -68.85239655275478, 17.310886059799177, 236.67788696289062]","[-11.590590873673992, -71.14319500290637, 7.389088079591317, 440.01641845703125]","[-10.989887165135213, -72.21687765496863, 3.591111525386582, 471.14300537109375]","[-9.694187260645908, -74.21042287559216, 3.0718356071644823, 193.35581970214844]","[-8.299614503145532, -75.991868587815, 11.35738093031652, 1001.9703369140625]",,,,,,,,,,,,,
937,"[38.85884198365093, -23.809287260465453, 18.634378616904684, -3707.34716796875]","[39.210907383459116, -23.646096755194108, 21.040917046121642, -3783.270263671875]","[39.647681593059346, -23.428174045890987, 21.99068096290291, -3841.471923828125]","[40.096470817853884, -23.185725075143598, 20.639359467506093, -3850.84521484375]","[41.522734081608455, -22.323473009556675, 8.005989590820839, -3834.423828125]","[42.02206362552874, -21.990253744935977, 4.195089402300311, -3894.484619140625]","[42.53404649198187, -21.634124924620263, 2.181136791568333, -3416.566162109375]","[43.588875067694886, -20.857892118054284, 4.880686154865646, -4047.115478515625]","[44.132429332499136, -20.435658029744705, 8.973016025431084, -4012.00244140625]","[45.242027739141705, -19.528441114049972, 18.144213880476293, -4610.02880859375]","[46.384576140610925, -18.53289690813138, 21.981905946629656, -4347.32177734375]",,,,,,,,,,,,,
938,"[0.2946764239969034, 151.26673777324055, 3.8112493501755047, -4895.64697265625]","[0.3800907926713303, 152.04144822979865, 2.522250981745147, -4653.03369140625]","[0.48171067019917957, 152.91629275192065, 2.001910961533504, -4226.20849609375]","[0.5727994313764473, 153.72886703990093, 2.653829170772802, -3380.01318359375]","[0.7614125969855597, 155.78130421770294, 10.26001004075068, -2289.779296875]","[0.7807958629507091, 156.33525399319853, 13.683703906846361, -2185.303955078125]","[0.772421409597533, 156.82174768026857, 16.910870127671185, -2188.637939453125]","[0.6605767397427312, 157.59678557633288, 21.32570002091976, -2279.043212890625]","[0.5555336758450038, 157.8816854438627, 21.99683316546002, -2309.25341796875]","[0.23107634841752336, 158.24434671445658, 19.881718948378662, -2299.834716796875]","[-0.249667918284754, 158.32297912081003, 14.17845749896991, -2209.40966796875]",,,,,,,,,,,,,
939,"[42.259422465367344, -159.98828555798318, 16.74274388507537, -5433.67529296875]","[43.84134033067936, -158.29144075046653, 18.195488503647088, -5391.60986328125]","[45.80468737392644, -156.2860451522852, 19.68854681585224, -5259.130859375]","[47.82769891967032, -154.3138099937697, 20.847094193803564, -5075.04248046875]","[54.20368612699969, -148.59561552979022, 21.89991656284291, -3891.415771484375]","[56.40303314791423, -146.75398516046036, 21.39228326886923, -4060.440185546875]","[58.62737611976446, -144.94014489881909, 20.476261774770652, -3949.680908203125]","[63.11952466689889, -141.37805158948177, 17.595566996826697, 672.3601684570312]","[65.37184997380301, -139.61680860607672, 15.755319007517157, 939.9967651367188]","[69.85802125256036, -136.08098599757957, 11.673319760998591, -28.131065368652344]","[74.27036663463714, -132.37620589383616, 7.646956786648943, -2899.02001953125]",,,,,,,,,,,,,
940,"[54.844510352346845, -89.90072714522097, 18.05280164760101, 127.59725189208984]","[55.238688537995706, -89.13146579374063, 14.946014407856316, 95.83230590820312]","[55.71675186170408, -88.20641446793586, 10.779546324633653, 62.351600646972656]","[56.1989136690607, -87.2830959011444, 6.827605724783418, -6.308840274810791]","[57.69584943241283, -84.5424437643548, 2.278965887721837, -129.96266174316406]","[58.21212536638754, -83.64486387862536, 4.0880159235531135, -157.88548278808594]","[58.73769605925818, -82.75864833972518, 7.2815932607522855, -167.63967895507812]","[59.8215277805068, -81.03042694841061, 15.43993228118703, -148.83106994628906]","[60.381542845074264, -80.19149407168896, 18.979673598984682, -78.94715118408203]","[61.53864558661261, -78.58215310830826, 21.990188037437456, -67.54057312011719]","[62.74571125005252, -77.07850983765394, 18.31768953228267, -158.55894470214844]",,,,,,,,,,,,,
941,"[31.37102558555161, 150.62713636077237, 2.322777254880764, -5906.28662109375]","[31.164344502279334, 150.88928952837534, 4.611294711401101, -5894.45458984375]","[30.947244949945294, 151.1853738339583, 9.5288830907315, -5889.8935546875]","[30.765265988707398, 151.46494635546708, 15.257779382515764, -5914.294921875]","[30.43214065602762, 152.2029092152431, 20.747881102428984, -5912.06640625]","[30.39360200280656, 152.4144571628756, 16.648502844573194, -5884.533203125]","[30.38992136298697, 152.61007596244923, 11.019291024224955, -5855.578125]","[30.496180099144464, 152.95466638750392, 2.475146080260524, -5777.6171875]","[30.60276736192114, 153.1035984260722, 2.368161919451154, -5763.57958984375]","[30.92608570867036, 153.35604710625134, 10.64876252611164, -5784.26416015625]","[31.396401412071732, 153.54623032119912, 20.56106823116677, -5789.98681640625]",,,,,,,,,,,,,
942,"[-73.52940084733078, 94.32033241178198, 17.296068941305286, 3520.41650390625]","[-72.15728342602412, 92.36136956914919, 15.878261532619494, 3267.5712890625]","[-70.49785672366608, 90.74862881411734, 14.049291026775794, 2794.958984375]","[-68.84995009385054, 89.75623925176937, 12.145633162778237, 2108.490234375]","[-64.14769461560374, 89.22403125996583, 6.679907223310869, -3664.53125]","[-62.69450094003515, 89.58719664011666, 5.1631576717809065, -3917.822998046875]","[-61.31349041627729, 90.12822167971252, 3.8969059524342473, -4122.71728515625]","[-58.77642678893583, 91.61336048366356, 2.292500793955499, -4449.15771484375]","[-57.625988617696166, 92.50550128041752, 2.012789368816744, -4235.16748046875]","[-55.574321255674825, 94.48783886995706, 2.549582537975068, -4252.45849609375]","[-53.849531435562, 96.64777034508685, 4.460764093916201, -3783.694580078125]",,,,,,,,,,,,,
943,"[63.926353222117655, -111.05322955791651, 6.732729122071887, 557.673583984375]","[64.18157581306423, -112.65847594762295, 4.381664437856086, 448.5983581542969]","[64.48153555232874, -114.60630680433779, 2.542504298776713, 417.0924072265625]","[64.77574283447002, -116.57333374598008, 2.009135976324945, 288.45550537109375]","[65.65182610747456, -122.56659557033375, 8.04153204603807, 205.92616271972656]","[65.94594826647958, -124.58337457187717, 11.666676632384977, 160.28990173339844]","[66.2403670942497, -126.60758447814706, 15.338797431534687, 407.48394775390625]","[66.84606984771432, -130.6645417198467, 20.855697121717824, 244.34864807128906]","[67.15962285157798, -132.69275710985445, 21.94030275101696, 168.11915588378906]","[67.8108308391279, -136.74209452993622, 20.03300261769676, 687.0980834960938]","[68.50362457640699, -140.77260623180334, 13.843492197415056, 587.3208618164062]",,,,,,,,,,,,,
944,"[6.405020676584179, 142.96701648346564, 20.775143517991896, -2908.315185546875]","[6.185801411840885, 142.87363368557268, 17.552728432680954, -2754.24609375]","[5.952878561310448, 142.80201397367807, 12.102066521390546, -2683.906982421875]","[5.752150047891494, 142.7716936840451, 6.619544273015471, -2724.37451171875]","[5.356901597732667, 142.94583666994137, 4.564628095874058, -2861.553955078125]","[5.293842376659158, 143.09070672164424, 9.428991107034516, -2980.007080078125]","[5.2617837263903615, 143.27850793224934, 15.131073320979365, -3166.830078125]","[5.300639185061861, 143.7836039412298, 21.95425579976684, -3668.617431640625]","[5.367411811504042, 144.100560630575, 20.856993478741003, -3905.267333984375]","[5.59558788521304, 144.86023575220705, 11.314049991656047, -3651.771240234375]","[5.942847918489102, 145.78984936892772, 2.5903948132163777, -3761.3232421875]",,,,,,,,,,,,,
945,"[9.966635435736015, 12.583210481566603, 13.189617582164335, 339.3800048828125]","[10.483665388556421, 11.937183139863201, 13.783894210313196, 375.2109069824219]","[11.042611610498572, 11.136006805458806, 14.488489767923504, 424.4437561035156]","[11.534473760492704, 10.307727849121413, 15.17994968403583, 425.3014831542969]","[12.609134614911689, 7.70651346252048, 17.141366330566804, 519.2974243164062]","[12.835712232236432, 6.8125731442506, 17.746062897626217, 450.28704833984375]","[12.9977648394928, 5.913990184729505, 18.321038775583236, 312.8822326660156]","[13.138227615714854, 4.111604590245405, 19.36924872564716, 251.00877380371094]","[13.119510766810835, 3.2156509432486957, 19.837321085036187, 231.74118041992188]","[12.921264558515702, 1.4444147293434637, 20.64872661165866, 259.5354919433594]","[12.526373638313801, -0.28084653221093353, 21.280568939210752, 298.77777099609375]",,,,,,,,,,,,,
946,"[57.91841526048343, -51.614170339039745, 11.763339168151711, -3545.073486328125]","[57.92543489220438, -52.78749651383349, 7.047685034892402, -3497.86669921875]","[57.960357868205286, -54.19584864115536, 3.0361198310090582, -3405.76123046875]","[58.02664127183261, -55.60480104420543, 2.0897031588314423, -3213.855224609375]","[58.42099928267693, -59.84662377282086, 15.365693325350053, -686.184814453125]","[58.62194504899318, -61.26356538850362, 20.055232280296835, -181.24472045898438]","[58.858463026272965, -62.680993821601, 21.9916832520513, -72.73634338378906]","[59.439861364880834, -65.52385917686267, 16.12329958845654, 98.34528350830078]","[59.78694506432426, -66.94817276817133, 10.323540723146225, -174.47442626953125]","[60.590338420035465, -69.79679580039829, 2.231906883048806, 11.50685977935791]","[61.54043374182114, -72.6547351130735, 6.354895418755337, 234.76426696777344]",,,,,,,,,,,,,
947,"[-60.423470145211034, -139.67118816910104, 21.995845316563674, -3934.312255859375]","[-60.31605323694389, -139.4589564269291, 21.855460474686552, -3973.135498046875]","[-60.19786117329268, -139.18969566856958, 21.174598702954363, -4018.745849609375]","[-60.086994337790614, -138.9045117993135, 19.972912863391656, -4005.7783203125]","[-59.80521406142828, -137.96100547550407, 14.047097857929309, -3699.946044921875]","[-59.72802750168996, -137.6137631583522, 11.673194744641355, -3795.793701171875]","[-59.658334614603376, -137.25239919899, 9.317208743407814, -3895.504638671875]","[-59.54430230096847, -136.48097976306647, 5.188638317582742, -3902.25830078125]","[-59.4992904461947, -136.07005333263513, 3.6494474709372664, -3856.838623046875]","[-59.43434490979378, -135.19946916573173, 2.0549235728746353, -3718.572265625]","[-59.39849133407736, -134.26490303573942, 2.6873160177699305, -3723.47265625]",,,,,,,,,,,,,
948,"[-20.273700745901536, 111.93677789371846, 2.0114650158597485, -1601.1033935546875]","[-19.8842373302064, 111.95046694728394, 2.010205533510483, -1703.2451171875]","[-19.43217545162216, 111.93600939672918, 2.122826483604685, -2288.49658203125]","[-19.000101856434384, 111.8907937589498, 2.358499047202063, -2874.7548828125]","[-17.839305508821116, 111.5924096325555, 3.7672941079418614, -4920.23974609375]","[-17.500784314096226, 111.44871507390324, 4.451219193519936, -4978.78564453125]","[-17.185689539789003, 111.28914847180084, 5.229427301275467, -5120.24365234375]","[-16.636557352064564, 110.92630378632417, 7.02776786371954, -5461.0947265625]","[-16.400423418184722, 110.73035461314615, 8.025981721742463, -5565.92578125]","[-16.00226246034366, 110.31459084172268, 10.157364371276355, -5678.91455078125]","[-15.698479542857397, 109.88462904726559, 12.38060488821769, -5665.8837890625]",,,,,,,,,,,,,
